"ID","Gender","Age","Afraid","Angry","Attractive","Babyface","Disgusted","Dominant","Feminine","Happy","Masculine","Prototypic","Sad","Surprised","Threatening","Trustworthy","Unusual","Nose_Width","Nose_Length","FaceRoundness","Noseshape"
124,"F",29.53608247,2.556701031,3.536082474,3.721649485,2.0625,2.804123711,3.4,4.690721649,1.969072165,2.3125,3.15,3.319587629,1.886597938,2.865979381,3.072164948,3.567010309,212.5,213,0.544403573,0.997652582
125,"F",27.09302326,2.226190476,3.285714286,2.476190476,2.976190476,2.869047619,3.25,4.120481928,2.05952381,2.428571429,3.631578947,3.25,1.879518072,2.746987952,3.226190476,2.845238095,235,188.5,0.60044843,1.24668435
126,"F",34.26966292,1.852272727,1.738636364,2.988636364,2.409090909,1.693181818,2.230769231,4.284090909,3.284090909,2.181818182,4.173913043,2.125,2.091954023,1.681818182,3.83908046,1.886363636,252.5,260,0.551230425,0.971153846
127,"F",26.9010989,1.966666667,1.911111111,3.444444444,3.213483146,1.855555556,2.888888889,4.611111111,3.144444444,2.033333333,3.769230769,2.544444444,1.744444444,1.711111111,3.788888889,2.055555556,245,274.5,0.566063348,0.892531876
128,"F",29.7032967,1.912087912,2.449438202,2.615384615,2.736263736,2.211111111,2.72,4.010989011,2.626373626,2.494505495,3.978723404,2.505494505,1.78021978,2.373626374,3.450549451,2.340659341,249,199.5,0.583564174,1.248120301
129,"F",26.45744681,1.808510638,1.698924731,2.64893617,2.808510638,1.734042553,2.269230769,3.446808511,3.989361702,3.308510638,3.615384615,2.043010753,1.827956989,1.861702128,3.870967742,3.085106383,259.5,235,0.611615245,1.104255319
130,"F",26.40860215,2.065217391,2.77173913,3.054347826,2.769230769,2.456521739,2.620689655,3.989130435,2.22826087,2.402173913,4.108108108,3.010989011,1.695652174,2.27173913,3.25,2.043478261,243,212,0.586641756,1.146226415
131,"F",30.75,2.989010989,2.747252747,2.857142857,2.032967033,2.32967033,2.807692308,3.911111111,1.835164835,2.384615385,3.34,3.307692308,2.153846154,2.373626374,3.230769231,2.263736264,228.5,229,0.574707031,0.997816594
132,"F",36.30769231,2.3,2.9,2.3,1.522222222,2.722222222,3.461538462,3.5,1.788888889,2.711111111,4.045454545,3.422222222,1.633333333,2.633333333,3.101123596,1.777777778,242.5,223,0.538679245,1.087443946
133,"F",25.27659574,1.914893617,2.159574468,3.70212766,3.414893617,2.150537634,2.730769231,4.659574468,3.276595745,2.095744681,3.318181818,2.510638298,2.074468085,1.882978723,3.817204301,2.382978723,225,212.5,0.527921164,1.058823529
134,"F",38,2.053763441,2.021505376,3,2.204301075,1.836956522,3.038461538,4.365591398,3.086956522,2.182795699,4.19047619,2.369565217,2.086021505,2.086021505,3.706521739,2.150537634,226,222.5,0.558939096,1.015730337
135,"F",22.62365591,1.559139785,1.677419355,3.731182796,3.623655914,1.52688172,1.851851852,4.655913978,3.688172043,1.64516129,4.214285714,1.827956989,1.619565217,1.569892473,4.075268817,1.935483871,234.5,206,0.581112669,1.138349515
136,"F",23.13483146,3.023529412,3.290697674,2.11627907,3.441860465,2.670588235,3.384615385,3.104651163,1.952941176,3.581395349,4.4,2.76744186,2.811764706,3.26744186,3.105882353,3.337209302,244.5,232,0.544654641,1.05387931
137,"F",22.97894737,2.075268817,2.086021505,3.741935484,2.935483871,2.075268817,2.655172414,4.720430108,2.698924731,2.11827957,3.642857143,2.666666667,2.043010753,1.967741935,3.72826087,2.397849462,235,239.5,0.582481752,0.981210856
138,"F",26.33695652,2.086956522,2.755555556,3.02173913,2.597826087,2.351648352,3.037037037,4.260869565,1.695652174,2.152173913,3.780487805,3.391304348,1.489130435,2.510869565,3.239130435,2.130434783,215,227,0.549826475,0.947136564
139,"F",30.48958333,1.968421053,2.726315789,2.357894737,2.968421053,2.389473684,3.615384615,3.652631579,2.542553191,2.736842105,4.487804878,2.578947368,2.115789474,2.357894737,3.357894737,3.147368421,234,208,0.59687352,1.125
140,"F",28.95744681,1.861702128,1.787234043,2.436170213,2.840425532,1.70212766,2.172413793,3.308510638,2.829787234,3.106382979,4.441860465,2.29787234,1.70212766,1.936170213,3.478723404,2.457446809,231.5,227.5,0.62001992,1.017582418
141,"F",26.29896907,2.28125,3.103092784,2.237113402,2.989583333,2.536082474,4.08,3.164948454,2.18556701,3.206185567,4.510638298,2.659793814,1.773195876,2.721649485,3.164948454,2.525773196,230,205,0.621715419,1.12195122
142,"F",19,1.717647059,2.117647059,2.658823529,3.05952381,1.635294118,2.84,2.341176471,2.329411765,4.152941176,4.219512195,2.176470588,1.647058824,2.517647059,3.164705882,2.682352941,252.5,218,0.520613615,1.158256881
143,"F",23.2,2.123595506,1.920454545,3.719101124,2.943820225,2.146067416,1.863636364,4.460674157,2.741573034,1.887640449,3.136363636,2.505617978,2.292134831,1.719101124,3.775280899,1.93258427,196,215.5,0.51659751,0.909512761
144,"F",25.46067416,2.586206897,2.287356322,2.941176471,2.896551724,2.195402299,2,4.252873563,2.218390805,2.172413793,4.152173913,3.195402299,2.091954023,2.08045977,3.418604651,2.137931034,213,230.5,0.471708091,0.924078091
145,"F",26.45744681,2.591397849,4.815217391,1.892473118,2.483870968,3.752688172,3.888888889,2.924731183,1.456521739,3.456521739,4.392156863,2.720430108,1.860215054,4.150537634,2.75,3.141304348,245.5,181,0.625061912,1.356353591
146,"F",24.87640449,2.844444444,2.272727273,3.322222222,2.633333333,2.144444444,2.111111111,4.511111111,2.179775281,1.977777778,3.846153846,3.444444444,1.933333333,1.777777778,3.719101124,2.222222222,215.5,221,0.526974952,0.975113122
147,"F",20.65517241,2.068965517,2.091954023,3.206896552,2.965517241,2.093023256,2.55,4.068965517,2.574712644,2.517241379,3.978723404,3.08045977,1.574712644,1.747126437,3.505747126,1.931034483,238,225,0.555503513,1.057777778
148,"F",17.93617021,1.872340426,2.063829787,4,4.010638298,1.795698925,1.933333333,4.723404255,3.776595745,2.074468085,3.238095238,2.159574468,1.914893617,1.893617021,4.247311828,2.180851064,231,212,0.568352529,1.089622642
149,"F",21.29545455,2.375,2.590909091,3.738636364,4,2.356321839,2.461538462,4.522727273,2.333333333,2.534090909,3.816326531,3.090909091,2,2.193181818,3.727272727,2.227272727,266,214.5,0.522613065,1.24009324
150,"F",23.50526316,2.268817204,2.402173913,3.225806452,3.021505376,2.456521739,2.444444444,4.336956522,2.569892473,2.35483871,3.87755102,2.709677419,1.849462366,2.065217391,3.903225806,2.086021505,261.5,228.5,0.582726832,1.144420131
151,"F",25.57446809,2.215053763,3.095744681,2.106382979,2.861702128,2.691489362,3.214285714,2.765957447,2.159574468,3.819148936,4.2,3.042553191,1.744680851,2.542553191,3.255319149,3.14893617,219.5,206,0.609183673,1.065533981
152,"F",22.93617021,2.574468085,3.301075269,2.787234043,2.563829787,2.638297872,2.884615385,3.414893617,1.723404255,2.978723404,2.775,3.180851064,1.893617021,2.70212766,3.234042553,2.85106383,179.5,228.5,0.522417154,0.785557987
153,"F",34.21348315,2.204545455,2.988636364,2.909090909,1.727272727,2.829545455,4.16,3.852272727,2.306818182,2.840909091,4.066666667,2.625,1.829545455,2.818181818,3.386363636,2.551724138,268,250,0.537977528,1.072
154,"F",30.76344086,2.117021277,2.032258065,2.680851064,1.925531915,1.744680851,2.6,3.489361702,2.489361702,2.64893617,3.897435897,2.425531915,1.882978723,1.861702128,3.419354839,2.095744681,225.5,210,0.549519231,1.073809524
155,"F",20.82978723,2.095744681,1.904255319,4.446808511,3.606382979,2.010638298,2.074074074,5.212765957,3.563829787,1.744680851,3.5,2.159574468,2.414893617,1.784946237,4.107526882,2.414893617,244,198.5,0.544297832,1.229219144
156,"F",22.375,2.510416667,3.431578947,3.791666667,2.635416667,3.094736842,3.107142857,4.760416667,2.385416667,2.114583333,3.863636364,2.452631579,2.71875,2.708333333,3.427083333,2.979166667,249,228,0.510787757,1.092105263
157,"F",33.40229885,2.011494253,3.586206897,2.137931034,1.988505747,2.977011494,3.666666667,3.195402299,1.931034483,3.045977011,4.022727273,2.471264368,1.802325581,3.275862069,2.896551724,2.862068966,247,195,0.537392138,1.266666667
158,"F",31.4137931,1.827586207,2.896551724,1.551724138,2.068965517,2.310344828,3.75862069,2.714285714,1.896551724,3.413793103,3.631578947,2.137931034,1.607142857,2.965517241,2.379310345,3.310344828,255,196,0.438983051,1.301020408
159,"F",27.4,1.6,2.04,4.16,1.72,1.8,2.36,5,2.52,1.52,3.673913043,1.8,1.56,1.88,3.84,2.12,248,267.5,0.416493991,0.927102804
160,"F",37.63333333,2.866666667,4.2,3.066666667,1.233333333,3.366666667,3.866666667,4.033333333,1.2,2.633333333,3.574468085,4.6,1.448275862,2.8,2.933333333,2.333333333,271.5,284,0.407974225,0.955985915
161,"F",47.76,2.208333333,3.24,2.48,1.2,3.24,1.958333333,4.32,1.44,1.64,1.306122449,2.72,1.625,1.68,3.12,2.12,254.5,266,0.411764706,0.956766917
162,"F",31.5,1.333333333,1.708333333,4,2.291666667,1.375,2.333333333,4.875,3.333333333,1.583333333,3.906976744,1.875,1.782608696,1.458333333,3.916666667,1.833333333,253.5,259,0.425864909,0.978764479
163,"F",29.35714286,2.035714286,2.428571429,2.607142857,2.035714286,1.75,2.714285714,3.714285714,2.107142857,2.107142857,3.833333333,2.607142857,1.535714286,2.464285714,2.851851852,2.821428571,244.5,200,0.451327434,1.2225
164,"F",31.75,1.461538462,2.142857143,2.321428571,1.964285714,1.857142857,3,3.5,2.518518519,2.321428571,3.979166667,2.071428571,1.428571429,2.321428571,3.25,1.678571429,279,198.5,0.493572084,1.405541562
165,"F",22.60714286,1.678571429,1.964285714,3.814814815,2.214285714,2.071428571,2.407407407,4.392857143,1.571428571,2,1.791666667,3.142857143,1.321428571,1.925925926,3.285714286,2.035714286,216,244,0.426743706,0.885245902
166,"F",26.13333333,2.066666667,2.366666667,3.366666667,2.1,2.033333333,2.733333333,4.433333333,1.7,2,3.954545455,2.966666667,1.333333333,1.933333333,3.466666667,2.3,272.5,263.5,0.432898612,1.034155598
167,"F",27.35714286,1.888888889,2.259259259,2.428571429,2.25,1.678571429,2.259259259,3.785714286,1.964285714,2.142857143,1.586956522,3.037037037,1.5,2.142857143,3.821428571,2.037037037,228.5,232,0.450271248,0.984913793
168,"F",24,1.555555556,1.555555556,4.074074074,2.814814815,1.814814815,2.111111111,4.962962963,3.538461538,1.62962963,3.5,1.68,1.777777778,1.592592593,4.076923077,3.148148148,257,260,0.460485651,0.988461538
169,"F",51.7037037,1.481481481,2.185185185,2.518518519,1.222222222,1.62962963,3,3.814814815,2.185185185,2.44,2.5,1.962962963,1.592592593,1.923076923,3.88,2.703703704,267,218.5,0.447868299,1.221967963
170,"F",29.04,1.333333333,1.583333333,4.6,2.24,1.48,2.92,5.166666667,4.541666667,1.88,3.363636364,1.48,1.64,1.75,4.333333333,2.28,291.5,267.5,0.435080645,1.089719626
171,"F",36.48148148,1.740740741,2.666666667,2.481481481,1.925925926,1.666666667,2.62962963,3.555555556,1.407407407,2.111111111,3.3125,2.148148148,1.481481481,2.592592593,2.740740741,1.851851852,244,268.5,0.401666667,0.908752328
172,"F",32.84615385,1.538461538,2.153846154,4.846153846,1.769230769,1.769230769,3.461538462,5.461538462,2.461538462,1.653846154,3.044444444,1.615384615,1.346153846,2.307692308,3.76,3.115384615,275,239.5,0.461744966,1.14822547
173,"F",31.56666667,1.933333333,2.766666667,3.857142857,1.633333333,2.2,3.233333333,4.733333333,1.866666667,2.133333333,4.113636364,1.933333333,1.733333333,2.366666667,2.933333333,1.9,278.5,264,0.391907514,1.054924242
174,"F",24.71428571,1.785714286,1.821428571,4.892857143,2.148148148,1.5,2.555555556,6,1.892857143,1.178571429,2.153846154,2.142857143,1.571428571,1.444444444,3.607142857,2.392857143,227.5,281,0.382867133,0.809608541
175,"F",29.96428571,1.551724138,1.586206897,4.714285714,2.344827586,1.724137931,2.379310345,5.448275862,3.142857143,1.172413793,3.255813953,1.827586207,2.206896552,1.5,4.178571429,1.724137931,265,263.5,0.423728814,1.0056926
176,"F",29.84,1.24,1.32,5.08,1.76,1.2,3.2,5.625,4.08,1.52,4.292682927,1.32,1.52,1.28,4.28,2.52,267.5,250.5,0.417140536,1.067864271
177,"F",37.13793103,1.678571429,2.464285714,2.310344828,1.379310345,2.034482759,3.586206897,3.137931034,1.655172414,2.75862069,4.117647059,2.965517241,1.517241379,2.655172414,3.068965517,2.034482759,258,234.5,0.405284553,1.10021322
178,"F",33.34482759,1.233333333,1.366666667,2.266666667,1.566666667,1.3,2.566666667,3.366666667,2.5,1.833333333,4.382352941,1.633333333,1.466666667,1.633333333,3.1,1.344827586,265.5,231,0.38997996,1.149350649
179,"F",27.04166667,1.12,1.2,4.64,1.92,1.2,2.68,5.52,4.36,1.52,3.975609756,1.48,1.36,1.48,3.88,2.52,268,253.5,0.42588141,1.057199211
180,"F",26,2.344827586,2.379310345,3.517241379,2.357142857,2.321428571,2.724137931,4.344827586,2.285714286,2.172413793,3.191489362,2.517241379,2.75862069,1.931034483,3.206896552,2.448275862,276,252.5,0.431610942,1.093069307
181,"F",26.86363636,1.727272727,2,4.454545455,2.863636364,1.636363636,2.590909091,5.454545455,2.954545455,1.454545455,3.210526316,1.863636364,1.272727273,1.636363636,3.5,2.238095238,248,288,0.412236287,0.861111111
182,"F",42.48275862,1.862068966,3.034482759,2.034482759,1.448275862,2.310344828,4,2.75862069,1.344827586,3.620689655,4.404761905,2.482758621,1.413793103,3.482758621,2.448275862,2.482758621,273.5,189,0.446585672,1.447089947
183,"F",42.03846154,1.730769231,2.653846154,2.692307692,1.692307692,2.230769231,3.846153846,3.730769231,2.230769231,3.08,4.1875,2.192307692,1.461538462,2.538461538,3.5,2.461538462,304,247,0.457719815,1.230769231
184,"F",29.2962963,1.461538462,1.555555556,4.62962963,2.777777778,1.461538462,2.923076923,5.481481481,2.653846154,1.518518519,3.3125,1.592592593,1.518518519,1.481481481,3.740740741,2.62962963,246.5,226.5,0.417186109,1.088300221
185,"F",36.18518519,1.925925926,4.740740741,2.111111111,1.666666667,3.62962963,4.884615385,2.592592593,1.592592593,4.269230769,4.358490566,2.615384615,1.703703704,4.37037037,2.62962963,3.111111111,234.5,221,0.411936561,1.061085973
186,"F",36.10344828,2.068965517,2.448275862,4.103448276,2.172413793,2.206896552,3.25,4.896551724,4.344827586,2.275862069,3.388888889,2.068965517,2.413793103,2.25,4.103448276,2.551724138,260.5,290.5,0.40437788,0.896729776
187,"F",31.11538462,1.961538462,2.269230769,4.730769231,2.32,2.192307692,3.192307692,4.846153846,3.346153846,2.346153846,4.441860465,2,1.769230769,2.2,4.038461538,3.038461538,277.5,265.5,0.426129426,1.04519774
188,"F",32.40740741,1.37037037,2.185185185,3.518518519,2.037037037,1.576923077,3.076923077,4.461538462,2.62962963,1.592592593,3.391304348,1.888888889,1.230769231,1.888888889,3.461538462,2.333333333,269.5,241.5,0.42339374,1.115942029
189,"F",39.77777778,2.148148148,3.037037037,2.888888889,1.888888889,2.555555556,3.62962963,3.814814815,2.185185185,3.037037037,4.19047619,2.592592593,1.888888889,2.962962963,3.481481481,2.692307692,257.5,243,0.400833333,1.059670782
190,"F",27,1.962962963,2.111111111,4.666666667,2.555555556,2.111111111,2.481481481,5.888888889,2.923076923,1.777777778,3.256410256,2.222222222,1.740740741,1.925925926,4,2.62962963,255.5,234,0.422037422,1.091880342
191,"F",28.69230769,1.5,1.538461538,5.12,2.153846154,1.230769231,2.153846154,5.88,3.538461538,1.346153846,3.29787234,2.192307692,1.538461538,1.4,4,1.769230769,265.5,251.5,0.415780867,1.055666004
192,"F",46.59259259,1.851851852,2.666666667,3,1.666666667,2.555555556,2.925925926,4.296296296,2.346153846,2.222222222,2.25,2.444444444,1.653846154,2.423076923,3.333333333,2.740740741,257,233.5,0.390408077,1.100642398
193,"F",29.75862069,2.827586207,3.142857143,3.724137931,2.321428571,2.821428571,2.896551724,4.379310345,1.571428571,1.965517241,3.613636364,2.896551724,2,2.068965517,3.5,2.75862069,236,235,0.409378961,1.004255319
194,"F",47.62068966,1.678571429,2.586206897,2.689655172,1.068965517,1.931034483,3.24137931,4.571428571,1.862068966,2.103448276,1.11627907,2.448275862,1.551724138,1.724137931,3.517241379,1.965517241,245,251,0.438211725,0.976095618
195,"F",33.25,1.892857143,2,4.37037037,2.321428571,1.62962963,2.892857143,5,3.214285714,1.857142857,3.384615385,2,1.857142857,1.678571429,3.964285714,2.214285714,287.5,275.5,0.492403932,1.043557169
196,"F",45.68,1.8,2.2,3.28,1.56,2.04,3.16,4.130434783,2.72,2.84,3.810810811,2.28,1.52,1.96,3.666666667,2.12,254.5,243,0.425910246,1.047325103
197,"F",29.75862069,1.655172414,2.793103448,3.103448276,1.551724138,1.75862069,2.928571429,4.448275862,2.068965517,1.448275862,3.465116279,2.655172414,1.620689655,2.24137931,3.379310345,2.24137931,255,267.5,0.40297275,0.953271028
198,"F",24.4137931,1.689655172,2.24137931,5.310344828,2.75862069,1.448275862,2.413793103,5.896551724,2.275862069,1.206896552,1.720930233,2.586206897,1.310344828,1.517241379,3.724137931,2.793103448,244.5,251,0.438451501,0.974103586
199,"F",25.32142857,1.607142857,1.714285714,4.821428571,2.607142857,1.142857143,2.035714286,5.518518519,2.535714286,1.107142857,3.133333333,2,1.296296296,1.444444444,3.392857143,1.642857143,252.5,234,0.412156536,1.079059829
200,"F",27.61538462,1.230769231,1.16,3.692307692,2.48,1.384615385,2.04,4.384615385,2.846153846,2.346153846,2.875,1.615384615,1.44,1.230769231,3.923076923,3.038461538,239,265,0.446003401,0.901886792
201,"F",30.70833333,1.88,2.4,4.08,2.04,1.958333333,2.92,4.68,2,1.68,3.146341463,2.28,1.44,1.88,3.72,2.24,281,268,0.448755799,1.048507463
202,"F",29.10714286,1.642857143,2.107142857,4.75,2.035714286,1.821428571,2.964285714,5.214285714,2.964285714,1.555555556,3.422222222,2.222222222,1.821428571,2,3.678571429,1.857142857,254.5,266.5,0.42794586,0.954971857
203,"F",35.40740741,2.75,2.035714286,2.75,2.074074074,1.678571429,2.62962963,4.642857143,2.678571429,2.392857143,3.88372093,3.142857143,1.964285714,2.296296296,3.928571429,2.592592593,277.5,255,0.432497979,1.088235294
204,"F",38.66666667,1.407407407,2.962962963,2.851851852,1.37037037,3.185185185,3.703703704,4.222222222,2.333333333,2.407407407,4.536585366,1.740740741,1.62962963,2.962962963,3.076923077,2.407407407,288.5,225,0.489597167,1.282222222
205,"F",25.48148148,1.777777778,2.16,4.481481481,2.444444444,1.740740741,2.592592593,5.037037037,2.740740741,1.62962963,3.130434783,2.307692308,1.740740741,1.962962963,3.888888889,2.222222222,243.5,243,0.446817599,1.002057613
206,"F",38.82142857,2.535714286,2.464285714,3.678571429,1.714285714,2.518518519,2.714285714,4.821428571,2.571428571,1.75,3.956521739,2.642857143,1.777777778,2.035714286,3.785714286,2.5,294,224,0.456177854,1.3125
207,"F",29.88461538,1.846153846,2.230769231,3.615384615,2.153846154,1.692307692,3.076923077,4.576923077,2.038461538,2.076923077,3.590909091,2.192307692,1.461538462,1.961538462,3.307692308,2.307692308,276,272,0.404503106,1.014705882
208,"F",31.0952381,1.666666667,2.095238095,3.947368421,1.666666667,1.80952381,2.952380952,5.523809524,3.476190476,2,3.948717949,2.35,2.047619048,1.571428571,4.047619048,2.047619048,289.5,301,0.412054587,0.96179402
209,"F",38.07407407,1.259259259,1.777777778,4.192307692,1.703703704,1.444444444,2.703703704,5.074074074,4.185185185,1.37037037,3.475,1.555555556,1.461538462,1.481481481,4.62962963,1.962962963,236.5,259.5,0.384550443,0.911368015
210,"F",38.13043478,2.173913043,2.545454545,2.565217391,2.652173913,2.363636364,2.818181818,3.826086957,2.409090909,2.869565217,3.444444444,2.695652174,1.590909091,2.043478261,3.304347826,2.739130435,235.5,190.5,0.467532468,1.236220472
211,"F",30.20833333,1.458333333,2.045454545,2.666666667,2.125,1.75,2.869565217,4.166666667,2.541666667,2.25,4.575,1.833333333,1.291666667,1.791666667,4.125,1.958333333,271,215.5,0.512494107,1.257540603
212,"F",41.03703704,1.62962963,3.185185185,2.666666667,1.592592593,2.111111111,3,4.230769231,1.925925926,1.88,2.704545455,2.115384615,1.185185185,2.481481481,3.62962963,2,262,259.5,0.406262386,1.009633911
213,"F",32.19230769,2.038461538,1.846153846,3.884615385,2.038461538,1.730769231,2.307692308,4.538461538,2.423076923,2.076923077,2.105263158,2.846153846,1.84,1.807692308,3.615384615,2.423076923,249.5,260,0.427998396,0.959615385
214,"M",26.08510638,2.913978495,3.223404255,2.849462366,2.170212766,2.159574468,3.230769231,1.404255319,1.893617021,5.25,3.909090909,2.510638298,2.393617021,3.23655914,3.063829787,2.478723404,272.5,210.5,0.555062167,1.294536817
215,"M",25.10638298,1.79787234,2.032608696,3.670212766,2.542553191,1.829787234,3.703703704,2.042553191,3.163043478,4.968085106,3.615384615,2.010638298,1.819148936,2.234042553,3.617021277,2.436170213,285,215,0.544532628,1.325581395
216,"M",23.81318681,2.153846154,4.032967033,2.384615385,2.769230769,3.10989011,4.2,1.263736264,1.566666667,5.373626374,3.647058824,3.4,1.604395604,3.692307692,2.813186813,2.714285714,253,205,0.449799197,1.234146341
217,"M",35.09160305,1.9453125,2.2,2.480620155,2.348837209,1.992307692,2.6953125,1.596899225,2.5234375,4.1,1.772727273,1.80620155,2.348837209,2.307086614,3.178294574,2.823076923,193.5,262.5,0.402529437,0.737142857
218,"M",25.20652174,3.076086957,2.043956044,2.836956522,2.913043478,2.233333333,2.846153846,1.630434783,1.934065934,4.77173913,4.083333333,4.336956522,1.923913043,2.163043478,3.315217391,2.032608696,268,196.5,0.535164378,1.363867684
219,"M",18.47959184,2.224489796,2.742268041,2.908163265,3.489795918,2.387755102,2.535714286,1.612244898,1.979591837,4.408163265,3.270833333,3.06122449,1.806122449,2.418367347,3.102040816,2,234.5,220.5,0.505104305,1.063492063
220,"M",22.26595745,1.840425532,2.225806452,3.457446809,2.563829787,1.765957447,4.12,1.521276596,2.776595745,4.808510638,3.54,2.106382979,1.638297872,2.35106383,3.627659574,2.393617021,240.5,196,0.632793324,1.227040816
221,"M",29.02173913,2.131868132,3.186813187,2.869565217,1.97826087,2.77173913,3.88,1.793478261,2.326086957,4.913043478,3.680851064,2.565217391,1.989130435,3.119565217,3.263736264,2.608695652,256,219,0.620215898,1.168949772
222,"M",36.21428571,1.607142857,1.571428571,2.5,2.678571429,1.642857143,2.964285714,1.407407407,2.642857143,4.296296296,1.815789474,2.178571429,1.392857143,1.678571429,3.75,2,219,253,0.434547908,0.865612648
223,"M",22.97752809,2.157303371,2.02247191,2.707865169,3.590909091,1.741573034,2.92,2,2.775280899,4.426966292,3.418604651,2.539325843,1.887640449,1.921348315,3.550561798,3.078651685,229.5,226.5,0.53804878,1.013245033
224,"M",27.86021505,2.150537634,3.52688172,2.569892473,1.989247312,2.870967742,2.807692308,1.505376344,1.677419355,4.88172043,2.869565217,2.978494624,1.663043478,2.946236559,2.88172043,3,222.5,241,0.496183206,0.923236515
225,"M",24.72043011,1.923076923,2.538461538,2.956043956,2.333333333,2.384615385,3.148148148,1.6,2.582417582,4.824175824,2.217391304,2.538461538,1.747252747,2.477777778,3.483516484,3.021978022,241.5,208.5,0.592123769,1.158273381
226,"M",32.8172043,2.758241758,3.076923077,2.945054945,2.065934066,2.824175824,3.5,1.901098901,2.241758242,4.966666667,3.4,3.142857143,2.076923077,3.088888889,3.285714286,2.681318681,275.5,229,0.520833333,1.203056769
227,"M",28.79591837,2.153061224,2.907216495,3.551020408,2.020408163,2.367346939,3.806451613,1.489795918,1.948979592,5.216494845,2.894736842,3.275510204,1.653061224,2.653061224,3.275510204,2.418367347,206.5,257.5,0.512933138,0.801941748
228,"M",21.61363636,1.681818182,1.613636364,3.875,2.897727273,1.579545455,2.68,1.693181818,3.522727273,4.920454545,4.152173913,1.943181818,1.602272727,2.011363636,3.988636364,2.193181818,267,220,0.515952598,1.213636364
229,"M",35.29069767,2.166666667,2.104651163,2.729411765,1.965116279,1.872093023,2.416666667,1.639534884,2.73255814,4.744186047,3.152173913,2.858823529,1.729411765,1.988372093,3.779069767,2.558139535,239,218,0.505301982,1.096330275
230,"M",36.88947368,2.11827957,1.957446809,3.095744681,2.659574468,1.808510638,2.714285714,1.755319149,3.063829787,4.784946237,4.136363636,2.819148936,1.79787234,2.042553191,3.872340426,2.287234043,249,214.5,0.490539917,1.160839161
231,"M",33.10989011,2.111111111,2.411111111,3.791208791,1.89010989,2.087912088,4.074074074,1.692307692,2.406593407,5.1,3.795918367,2.736263736,1.879120879,2.472527473,3.747252747,2.318681319,221.5,202,0.477303371,1.096534653
232,"M",23.17021277,2.709677419,2.752688172,2.182795699,2.225806452,2.52173913,2.230769231,2.204301075,1.956989247,4.043010753,3.70212766,3.258064516,2.258064516,2.655913978,2.817204301,3.161290323,273,223.5,0.480555556,1.22147651
233,"M",21.64583333,2.197916667,2.427083333,2.989473684,2.864583333,2.3125,2.785714286,2.322916667,2.34375,4.197916667,2.14893617,2.822916667,1.9375,2.375,3.463157895,3.15625,242.5,214,0.517257463,1.13317757
234,"M",37.61979167,1.849462366,3.440860215,2.64516129,1.408602151,2.967741935,4.448275862,1.365591398,1.838709677,5.423913043,4.125,2.945652174,1.641304348,3.247311828,2.913978495,3.064516129,264.5,232,0.535413153,1.140086207
235,"M",26.98924731,1.666666667,2.673913043,3.903225806,2.282608696,2.204301075,3.724137931,1.456521739,2.77173913,5.5,3.770833333,2.301075269,1.741935484,2.516129032,3.666666667,2.064516129,264,230,0.47957078,1.147826087
236,"M",24.14814815,1.444444444,1.423076923,3.925925926,2.740740741,1.407407407,2.555555556,1.666666667,3.333333333,4.62962963,1.530612245,1.407407407,1.555555556,1.555555556,3.703703704,2.37037037,226,236.5,0.424701561,0.955602537
237,"M",24.36170213,1.731182796,2.268817204,3,3.107526882,2.043010753,2.703703704,2,2.311827957,4.623655914,3.314814815,2.591397849,1.688172043,2.11827957,3.569892473,2.784946237,237.5,214,0.557069847,1.109813084
238,"M",29.84615385,2.066666667,2.076923077,3,2.211111111,1.855555556,3.214285714,1.681318681,3.054945055,4.922222222,4.041666667,2.351648352,2,2.285714286,3.538461538,2.644444444,246.5,235.5,0.539696312,1.04670913
239,"M",25.26041667,1.64516129,1.741935484,3.446808511,2.978723404,1.617021277,2.384615385,1.744680851,3.989361702,5.010638298,3.270833333,1.808510638,1.882978723,2.159574468,3.808510638,2.70212766,279.5,242.5,0.541135064,1.15257732
240,"M",23.26966292,2.193181818,2.741573034,3.539325843,2.561797753,2.329545455,3.148148148,1.831460674,2.534090909,4.93258427,1.942307692,2.707865169,1.853932584,2.471910112,3.629213483,2.674157303,257.5,256,0.51030711,1.005859375
241,"M",34.54494382,1.793103448,2.397727273,3.295454545,1.988636364,2.011363636,3.304347826,1.715909091,3.022727273,5.238636364,3.666666667,2.215909091,1.977272727,2.397727273,3.659090909,2.215909091,269.5,216.5,0.526271893,1.244803695
242,"M",39.05154639,2.159574468,2.741935484,2.808510638,2.29787234,2.265957447,3.666666667,1.404255319,2.505376344,5.204301075,4.023809524,2.655913978,1.893617021,2.537634409,3.563829787,2.138297872,280.5,238.5,0.586392122,1.176100629
243,"M",40.60989011,2.322222222,2.370786517,3.144444444,2.266666667,2.177777778,3.888888889,1.7,2.755555556,5.122222222,4.035714286,2.707865169,1.766666667,2.311111111,3.744444444,2.088888889,279.5,238.5,0.596858639,1.171907757
244,"M",20.86206897,1.860465116,1.965116279,3.435294118,3.166666667,1.952941176,3.217391304,1.848837209,2.941860465,5,3.951219512,2.317647059,1.651162791,2.093023256,3.697674419,2.546511628,272,242.5,0.533596838,1.121649485
