"NovelID","AuthorID","Sex","Author","Nationality","Novel","WordCount","WordsPerSentence","pronoun","i","we","you","SheHe","they","ImpersonalPronouns","AuxiliaryVerb","adverb","negation","verb","adjective"
169,98,"female","Rose Tremain","British","Sadler's Birthday",59725,11.82,17.32,2.08,0.37,1.58,7.13,1.1,5.04,8.87,5.15,2.46,19.59,4.29
170,98,"female","Rose Tremain","British","Restoration",136545,18.68,17.46,7.15,0.6,0.88,3.22,0.73,4.87,7.51,4.1,1.69,15.26,3.91
171,99,"female","Pat Barker","British","Regeneration",82058,10.43,15.93,2.52,0.31,2.21,5.21,1,4.68,9.4,4.81,2.54,19.26,4.26
172,99,"female","Pat Barker","British","The Eye in the Door",75638,10.73,16.27,2.63,0.32,1.86,5.71,0.92,4.81,9.32,4.52,2.36,19.12,4.14
173,100,"female","Marina Warner","British","The Leto Bundle",145493,18.47,14.55,1.31,0.69,1.22,5.66,1.42,4.23,6.81,3.99,1.42,14.28,4.09
174,101,"female","Michèle Roberts","British-French","Ignorance",72224,10.6,16.66,5.82,1.1,1.11,4.56,1.27,2.77,5.19,3.2,1.41,14.1,4.58
175,101,"female","Michèle Roberts","British-French","The Walworth Beauty",110263,9.64,14.56,1.48,0.32,1.26,7.1,1.35,3.03,5.02,3.49,1.21,13.03,4.58
176,102,"female","Carol Birch","British","Jamrach's Menagerie",102298,10.26,16.36,4.53,1.56,1.24,3.73,0.6,4.66,6.92,4.47,1.9,16.82,4.97
177,102,"female","Carol Birch","British","Orphans of the Carnival",110566,9.27,17.34,2.06,0.36,1.94,7.45,1.04,4.46,8.16,4.63,2.07,18.77,4.8
178,103,"female","Hilary Mantel","British","Every Day is Mother's Day",69779,10.23,17.84,2.41,0.46,2.12,6.88,1.08,4.89,9.35,4.19,2.38,19.18,3.48
179,103,"female","Hilary Mantel","British","An Experiment in Love",68893,13.59,17.2,5.7,1.24,1.31,3.49,0.96,4.48,8.25,3.69,1.68,16.6,4.03
180,104,"female","Deborah Levy","British","Beautiful Mutants",23251,16.81,16.14,4.37,0.69,1.12,5.29,1.24,3.39,6.02,2.93,1.05,14.02,3.69
181,104,"female","Deborah Levy","British","Billy and Girl",50785,8.54,14.92,2.29,0.54,1.26,6.08,0.84,3.88,7.42,3.95,1.81,16.37,3.76
182,105,"female","Anne Enright","Irish","The Wig My Father Wore",48101,11.34,17.46,4.78,0.72,1.26,4.88,0.82,4.99,7.54,4.74,1.78,17.33,4.12
183,105,"female","Anne Enright","Irish","The Gathering",75885,15.5,17.11,4.65,0.86,0.75,4.51,0.87,5.46,7.79,5.33,1.77,15.87,4.22
184,106,"female","Nicola Barker","British","Wide Open",84110,7.47,18.91,2.58,0.19,1.35,8.5,0.78,5.5,8.24,4.89,2.18,17.3,4.29
185,106,"female","Nicola Barker","British","Darkmans",231702,9.7,16.78,2.07,0.28,1.54,7.52,0.58,4.78,6.66,5.49,1.68,14.16,4.34
186,107,"female","Monica Ali","British","Brick Lane",154127,9.59,16.65,1.9,0.47,1.16,7.25,1.18,4.67,7.22,4.31,1.71,17.28,3.88
187,107,"female","Monica Ali","British","Untold Story",92325,10.71,18.99,3.36,0.37,1.64,7.62,0.71,5.28,10.04,4.98,2.16,20.4,3.78
188,108,"female","M. J. Hyland","British","Carry Me Down",89853,10.45,20.36,8.14,0.92,1.91,4.76,0.74,3.89,8.15,4.79,2.11,19.67,4.18
189,108,"female","M. J. Hyland","British","This is How",94057,9.21,20.58,8.13,0.6,2.19,4.81,0.53,4.31,8.79,4.73,2.3,21.22,4.3
190,109,"female","Rachel Seiffert","British","The Dark Room",83536,9.58,14.35,1.22,0.39,0.99,7.12,1.72,2.89,6.48,4.31,1.97,15.52,4.51
191,109,"female","Rachel Seiffert","British","Afterwards",72394,13.93,16.37,1.23,0.28,0.84,7.73,1.67,4.61,9.33,5.79,2.44,20.08,4.39
192,110,"female","Alison Moore","British","The Lighthouse",48960,16.91,15.74,0.56,0.07,0.55,10.19,0.73,3.64,6.33,4.43,1.41,16.38,3.56
193,110,"female","Alison Moore","British","He Wants",42264,15.81,15.24,0.74,0.13,1.06,7.66,1.04,4.58,7.8,4.75,1.86,18.15,3.36
194,111,"female","Sarah Hall","British","How to Paint a Dead Man",91280,13.09,14.6,1.23,0.34,2.19,5.69,1.08,4.05,8.19,4.24,1.56,15.13,3.91
195,111,"female","Sarah Hall","British","The Wolf Border",121079,10.43,13.38,0.99,0.32,0.78,6.79,1.22,3.28,8.31,4.41,1.95,16.12,4.34
196,112,"female","Zadie Smith","British","On Beauty",155229,12.15,16.41,2.2,0.48,1.74,5.34,0.92,5.73,7.82,4.91,2.11,16.84,4.39
197,112,"female","Zadie Smith","British","Swing Time",137193,19.86,16.63,4.78,1.14,0.92,3.9,0.92,4.95,7.27,4.76,1.88,15.81,4.67
198,113,"female","Anne Brontë","British","Agnes Grey",68591,28.26,17.44,5.73,0.55,1.4,4.27,1.21,4.28,8.48,5.12,2.2,15.78,5.08
199,113,"female","Anne Brontë","British","The Tenant of Wildfell Hall",166931,23.5,19.33,6.57,0.48,2.21,5.24,0.57,4.27,8.19,4.76,2.36,15.08,4.59
200,114,"female","Jane Austen","British","Persuasion",83640,22.88,14.56,1.88,0.33,0.94,5.62,1.25,4.53,10.21,5.22,2.2,17.11,5.07
201,114,"female","Jane Austen","British","Sense and Sensibility",119866,25.06,16.73,2.67,0.32,1.36,6.11,1.27,5,9.34,5.22,2.23,16.1,5.08
202,115,"female","Charlotte Brontë","British","Jane Eyre",187489,19.08,17.23,6.29,0.29,2.02,3.81,0.68,4.13,7.89,4.4,1.87,15.2,4.45
203,115,"female","Charlotte Brontë","British","Villette",196486,18.9,16,5.01,0.33,1.12,4.58,0.6,4.36,7.05,4.29,1.93,14.21,4.74
204,116,"female","Maria Edgeworth","British","Belinda",180378,22.74,18.09,4.15,0.34,2.18,5.76,0.52,5.13,8.65,3.81,2.12,16.17,4.17
205,116,"female","Maria Edgeworth","British","The Absentee",103057,22.55,16.44,3.62,0.41,2.06,4.86,0.75,4.74,8.28,3.99,2.19,16.09,4.03
206,117,"female","George Eliot","British","Adam Bede",217382,24.6,15.58,2.42,0.5,1.62,5.45,0.79,4.8,8.65,4.42,1.87,17.06,5.43
207,117,"female","George Eliot","British","Felix Holt, the Radical",183746,22.85,14.85,2.07,0.3,1.21,5.05,0.75,5.48,8.98,3.89,1.87,16.15,4.92
208,118,"female","Emily Brontë","British","Wuthering Heights",117138,17.28,18.94,5.52,0.55,2.09,6.42,0.59,3.76,8.13,3.86,2.09,15.75,4.13
209,119,"female","Elizabeth Gaskell","British","Mary Barton",163507,18.81,15.61,2.34,0.4,1.21,6.53,0.95,4.18,8.37,4.77,1.86,16.91,4.86
210,119,"female","Elizabeth Gaskell","British","North and South",40685,19.57,14.89,2.17,0.38,1.06,5.94,0.93,4.39,8.28,4.63,1.77,16.31,5.41
211,120,"female","Ouida","British","Othmar",192360,21.09,17.2,1.78,0.29,1.37,7.55,0.89,5.32,8.67,4.06,1.87,15.1,4.9
212,120,"female","Ouida","British","Two Little Wooden Shoes",55330,20.86,15.11,1.51,0.12,1.29,6.79,1.18,4.21,7.33,4.5,1.9,15.18,5.33
213,121,"female","Dorothy Richardson","British","Pointed Roofs",56735,12.33,13.06,0.78,0.2,0.7,6.27,1.31,3.77,6.92,3.56,1.48,15.57,5.04
214,121,"female","Dorothy Richardson","British","The Tunnel",94580,12.58,13.87,1.65,0.2,1.07,4.57,1.34,5.02,7.98,4.15,1.84,16.15,5.38
215,122,"female","Mary Shelley","British","Falkner",153044,25.53,16.76,2.84,0.4,0.99,7.35,0.68,4.5,7.54,4.03,1.61,14.03,4.33
216,122,"female","Mary Shelley","British","The Fortunes of Perkin Warbeck",183391,25.71,14.09,1.45,0.51,0.85,6.28,1.04,3.96,6.13,3.35,1.11,11.45,4.35
217,123,"female","May Sinclair","British","Mr and Mrs Nevill Tyson",49498,13.42,17.6,1.94,0.14,1.43,8.16,0.64,5.26,9.13,4.53,2.38,17.54,4.17
218,123,"female","May Sinclair","British","The Immortal Moment",46364,9.72,23.41,4.13,0.23,3.87,8.09,1.16,5.9,10.6,4.77,3.32,21.13,4.18
219,124,"female","Mrs. Humphry Ward","British","Robert Elsmere",289533,18.44,14.26,1.47,0.28,0.92,6.45,0.74,4.4,6.8,3.95,1.33,13.98,4.98
220,124,"female","Mrs. Humphry Ward","British","Sir George Tressady",172010,15.84,15.9,1.84,0.36,1.11,7.16,0.81,4.61,7.59,4.32,1.64,15.85,4.62
221,125,"female","Rebecca West","British","The Judge",193274,19.48,17.45,1.36,0.16,0.92,7.9,0.98,6.12,8.74,4.49,1.63,16.93,4.48
222,125,"female","Rebecca West","British","The Thinking Reed",125920,20.26,17.57,1.74,0.34,1.15,6.8,1.52,6.01,9.24,4.69,1.85,17.39,4.46
223,126,"female","Sarah Grand","Irish","Ideala",68258,18.49,18.2,3.58,0.82,1.45,5.65,1.08,5.61,9.05,4.5,2.05,17.29,4.37
224,126,"female","Sarah Grand","Irish","The Beth Book",246478,17.68,16.15,1.9,0.3,1.53,6.54,1.08,4.8,8.27,4.24,1.84,16.42,4.35
225,127,"female","Katharine Tynan","Irish","Mary Gray",75809,13.68,16.28,2.22,0.31,1.35,6.98,0.94,4.45,9.87,4.26,1.8,17.78,4.93
226,127,"female","Katharine Tynan","Irish","The Story of Bawn",62787,16.7,19.33,6.97,0.68,1.29,4.47,0.75,5.16,9.96,4.76,1.91,18.83,4.39
227,128,"female","Susan Edmonstone Ferrier","Scottish","Marriage",147145,23.84,15.01,2.51,0.39,1.48,5.18,0.82,4.63,8.02,4.28,1.57,14.09,4.57
228,128,"female","Susan Edmonstone Ferrier","Scottish","The Inheritance",64706,26.3,17.21,3.09,0.29,2.21,6.35,0.61,4.65,8.69,4.43,1.79,15.55,3.95
229,129,"female","Nella Larsen","American","Quicksand",46550,13.66,15.48,0.93,0.15,0.84,7.24,0.84,5.45,7.68,4.97,1.82,14.71,5.01
230,129,"female","Nella Larsen","American","Passing",35011,11.53,18.26,2.03,0.19,1.39,7.21,0.9,6.52,9.62,5.32,2.62,17.9,4.68
231,130,"female","Alison Lurie","American","Foreign Affairs",107816,15.9,14.44,1.42,0.17,0.96,6.31,0.85,4.7,7.96,5.33,1.99,15.18,5.27
232,131,"female","Lore Segal","Austrian-American","Other People's Houses",70100,14.48,17.21,6.63,0.91,1.11,4.09,0.83,3.64,7.44,4,1.43,18.75,3.67
233,131,"female","Lore Segal","Austrian-American","Her First American",82873,10.28,14.51,2.85,0.57,2.03,4.19,0.8,4.06,7.52,3.52,1.77,19.67,3.28
234,132,"female","Shirley Ann Grau","American","Roadwalkers",83759,12.16,13.79,3.35,0.6,0.94,4.52,1.29,3.09,5.67,3.94,1.32,14.11,4.91
235,133,"female","Toni Morrison","American","The Bluest Eye",52102,11.05,16.77,2.66,1.01,1.23,5.83,1.56,4.45,7.17,4.52,2.34,16.29,4.23
236,133,"female","Toni Morrison","American","Sula",47055,14.96,15.02,1.11,0.15,0.95,5.87,1.94,4.97,6.58,4.76,2.11,15.26,4.27
237,134,"female","Carol Shields","American-Canadian","Small Ceremonies",56598,11.46,17.14,5.03,1.02,1.26,3.75,0.76,5.3,8.18,4.85,1.86,15.87,4.42
238,134,"female","Carol Shields","American-Canadian","The Box Garden",62484,11.96,17.07,5.05,0.97,1.14,4.2,0.67,5.03,8.39,5.48,2.21,16.5,4.34
239,135,"female","Annie Proulx","American","Postcards",108611,12.48,12.59,1.58,0.31,1.17,4.82,0.99,3.7,5.95,3.62,1.47,14.42,4.13
240,135,"female","Annie Proulx","American","The Shipping News",109067,10.06,11.81,1.59,0.44,1.25,3.82,0.91,3.78,6.01,3.67,1.41,14.78,3.73
241,136,"female","Joyce Carol Oates","American","We Were the Mulvaneys",176498,14.8,12.83,1.78,0.44,0.98,5.07,0.68,3.86,8.25,4.78,2.05,15.22,4.68
242,136,"female","Joyce Carol Oates","American","Blonde",307427,12.52,14.42,1.82,0.35,1.22,6.35,0.73,3.96,8.82,4.24,2.15,15.49,4.5
243,137,"female","Anne Tyler","American","Searching for Caleb",105413,11.67,16.47,1.75,0.42,1.49,7.52,1.06,4.21,7.93,5.23,2.08,18.07,3.74
244,137,"female","Anne Tyler","American","Breathing Lessons",104210,11.26,17.41,2.14,0.48,1.63,7.42,0.99,4.73,8.36,5.35,2.03,18.9,3.6
245,138,"female","Marilynne Robinson","American","Housekeeping",61039,15.48,15.06,2.89,2.02,0.55,3.78,1.25,4.55,7.56,4.59,1.53,15.81,3.98
246,138,"female","Marilynne Robinson","American","Gilead",85166,16.47,19.9,6.02,0.76,1.48,3.93,1.16,6.53,9.91,5.9,1.71,18.96,3.93
247,139,"female","Jane Smiley","American","Horse Heaven",251062,14.08,16.05,1.35,0.23,1.33,6.64,1.07,5.42,8.6,5.26,1.88,17.66,3.79
248,139,"female","Jane Smiley","American","Good Faith",153980,12.24,18.52,5.4,1,1.75,3.59,0.9,5.84,9.34,5.51,2.04,19.14,3.72
249,140,"female","Alice McDermott","American","That Night",53324,16.91,16.81,1.86,0.91,0.55,7.46,1.8,4.22,7.04,4.62,1.26,16.08,4.46
250,140,"female","Alice McDermott","American","Charming Billy",79378,16.95,16.02,1.6,0.5,0.97,7.07,1.2,4.65,7.5,4.79,1.34,16.05,4.3
251,141,"female","Andrea Barrett","American","The Middle Kingdom",83958,12.48,18.21,6.65,1.41,1.2,4.2,0.78,3.95,7.57,4.08,1.44,17.37,4.25
252,141,"female","Andrea Barrett","American","The Forms of Water",88025,13.91,17.03,1.14,0.67,0.95,8.51,1.47,4.27,8.76,4.46,1.72,18.44,3.77
253,142,"female","Louise Erdrich","American","The Plague of Doves",106443,13.68,16.1,4.41,1.07,0.66,4.85,1.1,3.99,6.66,4.38,1.34,15.61,4.34
254,142,"female","Louise Erdrich","American","The Round House",109866,10.84,17.95,5.6,1.27,1.05,4.82,0.84,4.35,7.42,4.64,1.5,17.65,3.69
255,143,"female","Barbara Kingsolver","American","Pigs in Heaven",114402,11.23,16,2.25,0.57,1.76,5.28,1.18,4.93,7.74,4.55,1.97,17.5,3.88
256,143,"female","Barbara Kingsolver","American","The Poisonwood Bible",179702,14.86,15.4,3.84,1.74,0.9,3.16,1.31,4.43,7.17,4.84,1.66,15.39,4.32
257,144,"female","Geraldine Brooks","Australian-American","Year of Wonders",102128,17.83,17.4,5.27,1.13,0.93,4.92,0.73,4.41,7.08,4.41,1.45,14.8,4.51
258,144,"female","Geraldine Brooks","Australian-American","March",94845,16.74,16.4,5.52,0.85,0.93,4.01,0.83,4.25,7.02,4.24,1.49,14.39,4.43
259,145,"female","Elizabeth Strout","American","Amy and Isabelle",113255,14.77,15.16,0.98,0.1,0.9,7.39,0.89,4.89,7.59,4.89,1.61,16.99,4.52
260,146,"female","Julia Glass","American","Three Junes",141049,13.78,16.63,4.53,0.6,1.19,5.21,0.84,4.25,7.37,4.79,1.8,15.57,4.44
261,146,"female","Julia Glass","American","I See You Everywhere",106029,11.6,18.07,6.06,0.97,1.37,4.32,0.68,4.66,7.51,4.89,1.82,16.19,4.37
262,147,"female","Donna Tartt","American","The Little Friend",224379,14.69,13.74,1.11,0.19,1.04,6.27,0.91,4.2,6.6,4.39,1.76,14.91,4.36
263,148,"female","Jhumpa Lahiri","American","The Namesake",103693,16.83,14.55,0.45,0.09,0.38,8.35,1.62,3.64,6.49,3.75,1.31,13.64,4.09
264,148,"female","Jhumpa Lahiri","American","The Lowland",112214,12.6,15.7,0.48,0.13,0.55,8.75,1.62,4.16,7.58,3.97,1.56,15.68,3.75
265,149,"female","Lydia Millet","American","Everyone's Pretty",59980,8.94,15.36,2.53,0.33,1.89,6.2,0.84,3.55,8.38,3.47,1.6,15.95,3.66
266,149,"female","Lydia Millet","American","Pills and Starships",72440,14.09,17.09,4.53,2.05,1.01,2.07,1.94,5.47,9.13,6.06,2.08,18.18,4.67
267,150,"female","C. E. Morgan","American","The Sport of Kings",219162,14.98,15.01,1.51,0.25,1.61,6.79,0.94,3.88,6.42,4.73,1.98,14.1,4.38
268,151,"female","Jesmyn Ward","American","Salvage the Bones",85284,12.35,16.44,3.78,0.95,0.7,6.04,1.1,3.85,6.14,3.9,1.4,15.17,4.33
269,151,"female","Jesmyn Ward","American","Sing, Unburied, Sing",78007,12.75,17.98,5.74,0.55,0.81,5.93,0.88,4.06,5.78,4.4,1.76,16.18,4.13
270,152,"female","Louisa May Alcott","American","An Old Fashioned Girl",102542,20.95,15.92,3.13,0.57,1.55,5.13,0.72,4.82,8.35,4.73,1.63,18.22,5.69
271,152,"female","Louisa May Alcott","American","Rose in Bloom: A Sequel to Eight Cousins",94331,22.42,15.96,3.34,0.36,1.8,5.2,0.71,4.54,8.09,4.86,2.09,17.09,5.79
272,153,"female","Alice Childress","American","A Hero Ain't Nothin' But A Sandwich",33559,14.84,17.4,5.48,0.84,1.71,3.41,1.29,4.65,8.03,4.2,2.47,17.33,4.29
273,153,"female","Alice Childress","American","Like One of the Family",62663,17.64,19.12,5.1,0.94,2.27,3,1.44,6.36,9.15,5.59,2.45,20.04,4.02
274,154,"female","Kate Chopin","American","At Fault",58325,18.65,15.26,1.73,0.25,1.24,6.53,0.68,4.82,7,3.84,1.88,14.58,4.08
275,154,"female","Kate Chopin","American","The Awakening",50100,14.48,15.84,1.57,0.12,1.11,7.91,0.92,4.19,7.48,3.96,1.9,15.76,4.04
276,155,"female","Rebecca Harding Davis","American","John Andross",101616,14.11,15.98,2.59,0.25,1.7,6.24,0.64,4.54,8.2,4.29,1.92,15.96,4.57
277,155,"female","Rebecca Harding Davis","American","Margret Howth",59511,17.22,15.34,1.31,0.2,1.04,6.87,0.87,5.05,6.78,3.96,1.56,15.16,5.61
278,156,"female","Jessie Redmon Fauset","American","Plum Bun: A Novel Without a Moral",94226,16.38,17.33,2.38,0.32,1.53,7.52,0.79,4.78,9.05,5.21,2.2,17.06,4.86
279,157,"female","Charlotte Perkins Gilman","American","The Crux",52188,13.02,16.24,2.44,0.26,1.78,6.48,0.82,4.46,8.11,4.82,2.29,16.74,5.51
280,157,"female","Charlotte Perkins Gilman","American","What Diantha Did",57270,13.54,16,2.65,0.46,2.04,5.17,1.02,4.66,8.05,4.42,1.97,16.13,5.22
281,158,"female","Ellen Glasgow","American","The Ancient Law",119671,21.71,17.65,2.52,0.16,1.46,8.36,0.43,4.71,7.38,4.25,1.55,15.14,4.76
282,158,"female","Ellen Glasgow","American","The Builders",107489,18.36,16.95,2.9,0.45,1.48,6.69,0.43,5,9.07,4.62,2.06,17.38,4.87
283,159,"female","Susan Glaspell","American","Fidelity",100763,16.42,20.25,1.07,0.16,0.83,9.37,1,7.8,9.95,5.46,2.03,20.86,4.66
284,159,"female","Susan Glaspell","American","The Visioning",115437,13.43,18.96,2.55,0.33,1.74,6.04,0.97,7.3,10.18,5.46,2.34,20.07,4.59
285,160,"female","Frances Harper","American","Minnie's Sacrifice",30226,20.06,16.78,3.04,0.65,1.34,6.13,1.25,4.36,8.42,4.57,1.66,16.97,4.55
286,160,"female","Frances Harper","American","Sowing and Reaping",27385,20.14,17.08,4.49,0.5,1.78,5.22,0.64,4.43,9.09,4.25,1.9,16.94,4.8
287,161,"female","Pauline Hopkins","American","Hagar's Daughter: A Story of Southern Caste Prejudice",82827,14.96,14.62,2.6,0.43,1.59,5.87,0.56,3.57,7.18,3.38,1.52,14.18,4.49
288,161,"female","Pauline Hopkins","American","Winona: A Tale of Negro Life in the South and Southwest",44465,15.4,12.95,1.75,0.57,1.51,4.58,1.06,3.47,6.38,3.2,1.4,13.3,4.58
289,162,"female","Zora Neale Hurston","American","Their Eyes Were Watching God",61200,11.93,13.06,0.82,0.39,1.58,5.57,0.9,3.78,6.93,4.45,2.77,16.15,3.98
290,163,"female","Harriet Ann Jacobs","American","Incidents in the Life of a Slave Girl",82002,16.3,18.89,6.63,0.52,1.15,5.47,1.19,3.94,8.89,3.76,1.63,17.17,4.03
291,164,"female","Emma Dunham Kelley","American","Megda",82105,15.39,16.03,2.48,0.53,1.57,6.04,1.02,4.38,8.68,4.36,1.87,17.72,5.04
292,165,"female","Janet Lewis","American","The Trial of Sören Qvist",64334,16.26,15.3,2.14,0.31,1.15,6.86,0.64,4.19,7.6,4.17,1.68,15.94,4.61
293,165,"female","Janet Lewis","American","The Wife of Martin Guerre",29020,19.58,14.28,1.49,0.19,1.06,6.57,0.68,4.3,7.23,3.57,1.49,13.54,4.56
294,166,"female","Josefina Niggli","American","Mexican Village",186557,12.25,14.54,1.88,0.23,1.43,6.34,0.82,3.84,6.8,3.55,1.58,14.38,4.61
295,166,"female","Josefina Niggli","American","Step Down, Elder Brother",143122,12.43,15.59,1.95,0.35,1.45,6.9,0.79,4.14,7.55,3.93,1.76,15.35,4.26
296,167,"female","María Ruiz de Burton","American","The Squatter and the Don",137705,16.89,15.51,2.77,0.81,1.67,4.4,1.21,4.64,9.02,4.39,1.95,17.92,4.03
297,167,"female","María Ruiz de Burton","American","Who Would Have Thought It?",109948,17.67,15.69,2.63,0.52,1.63,5.54,0.98,4.38,8.33,4.41,1.93,16.93,4.5
298,168,"female","Elizabeth Drew Stoddard","American","The Morgesons",100613,13.41,18.15,5.25,1.02,1.61,5.28,0.73,4.27,7.91,3.57,1.68,16.95,3.91
299,168,"female","Elizabeth Drew Stoddard","American","Two Men",71226,14.66,17.53,2.21,0.32,1.89,7.82,0.71,4.58,8.3,3.71,2.01,16.92,3.76
300,169,"female","Harriet Beecher Stowe","American","Dred: A Tale of the Great Dismal Swamp",232619,17.47,15.23,2.77,0.76,1.62,3.82,1.12,5.14,8.27,4.35,1.78,16.06,4.22
301,169,"female","Harriet Beecher Stowe","American","Uncle Tom's Cabin",183686,17.52,15.41,2.81,0.54,1.68,4.75,0.92,4.7,7.7,4.24,1.76,16.52,4.63
302,170,"female","Edith Wharton","American","The Fruit of the Tree",144510,19.48,16.17,1.73,0.2,1.19,7.68,0.73,4.63,7.44,4.21,1.64,15.01,4.5
303,170,"female","Edith Wharton","American","The Valley of Decision",155090,25.26,12.55,1.11,0.23,0.77,5.47,0.9,4.07,5.73,3.12,1.01,11.2,4.37
304,171,"female","Harriet E. Wilson","American","Our Nig",22688,15,15.59,1.18,0.24,0.72,9.37,0.77,3.31,7.7,4.12,1.84,15.79,4.57
305,172,"male","Sumner Locke Elliott","Australian","Careful, He Might Hear You",107708,11.74,15.89,2.02,0.48,1.95,5.93,0.87,4.62,8.15,5.16,2.11,18.43,3.99
306,172,"male","Sumner Locke Elliott","Australian","Fairyland",82441,18.07,12.97,1.26,0.25,1.29,4.99,1.11,4.05,7.72,4.4,1.46,15.46,4.06
307,173,"male","Patrick White","Australian","A Fringe of Leaves",136658,17.31,14.65,1.28,0.36,0.72,7.06,1.19,4.04,7.88,3.63,1.75,14.18,4.37
308,173,"male","Patrick White","Australian","The Eye of the Storm",208137,14.83,15.17,1.46,0.27,1.43,6.59,0.94,4.47,8.77,4.21,2.12,15.68,4.48
309,173,"male","Patrick White","Australian","The Living and the Dead",122200,11.99,15.19,0.77,0.18,1.41,7.17,0.52,5.11,6.75,3.96,1.51,15.35,3.93
310,173,"male","Patrick White","Australian","The Solid Mandala",106551,12.19,15.14,1.11,0.32,0.98,6.74,1.23,4.75,9.01,4.77,2.2,17.68,4.26
311,173,"male","Patrick White","Australian","The Tree of Man",202221,13.56,15.94,1.04,0.23,0.67,7.16,1.21,5.6,9.06,4.12,1.7,17.41,4.11
312,173,"male","Patrick White","Australian","The Twyborn Affair",141767,15,13.86,1.63,0.41,0.99,5.72,1.03,4.06,7.79,3.79,1.81,14.07,4.41
313,173,"male","Patrick White","Australian","The Vivisector",217733,12.82,16.44,1.79,0.26,1.37,7.68,1.09,4.24,8.95,4.45,2.2,16.97,4.36
314,173,"male","Patrick White","Australian","Voss",162514,14.75,14.09,1.35,0.33,0.86,5.1,1.23,5.21,9.24,3.95,1.58,15.96,4.39
315,174,"male","Jaime Manrique","Colombian-American","Cervantes Street",99052,17.48,15.85,5.97,1.1,1.03,3.15,0.88,3.72,7.15,3.24,1.34,14.51,4.27
316,174,"male","Jaime Manrique","Colombian-American","Our Lives Are the Rivers",91273,15.95,16.88,6.47,1.16,1.24,3.44,0.85,3.73,7.5,3.7,1.54,15.66,4.12
317,175,"male","Patrick Ness","British-American","The Crane Wife",72418,11.78,17.83,1.92,0.26,1.65,7.07,0.9,6.03,8.72,6.4,2.28,18.08,4.63
318,175,"male","Patrick Ness","British-American","The Crash of Hennington",129952,10.58,16.9,2.92,0.54,2.19,4.45,0.84,5.93,9.72,5.99,2.34,17.94,4.7
319,176,"male","E. F. Benson","British","An Act in a Backwater",60738,15.44,15.26,2.3,0.44,1.47,5.19,0.82,5.04,9.3,4.62,1.91,18.35,4.48
320,176,"male","E. F. Benson","British","Daisy's Aunt",59178,15.17,18.32,3.07,0.42,1.76,5.99,0.74,6.33,9.97,5.27,2.41,19.08,4.4
321,176,"male","E. F. Benson","British","Scarlet and Hyssop",74366,14.76,17.48,2.54,0.41,2.04,5.63,0.81,6.04,9.5,5.15,2.25,17.73,4.48
322,176,"male","E. F. Benson","British","The Angel of Pain",143331,18.29,17.43,2.21,0.24,1.44,6.11,0.61,6.81,9.86,5.56,2.15,17.75,4.62
323,176,"male","E. F. Benson","British","The Blotting Book",36951,18.26,15.64,1.98,0.22,1.33,5.76,0.54,5.81,9.06,4.77,1.6,16.84,4.18
324,176,"male","E. F. Benson","British","The Challoners",95676,14.81,17.27,2.77,0.3,1.96,5.95,0.57,5.71,9.02,5.4,2.13,17.2,4.58
325,176,"male","E. F. Benson","British","The House of Defence",90721,17.09,17.72,2.01,0.28,1.58,6.65,0.6,6.6,9.53,5.66,2.15,17.86,4.41
326,176,"male","E. F. Benson","British","The Relentless City",87653,15.84,16.86,2.46,0.28,1.75,6.03,0.72,5.6,8.68,4.81,1.88,16.91,4.58
327,177,"male","Samuel Butler","British","Erewhon Revisited",85265,23.72,17.63,3.53,0.83,1.27,5.02,1.18,5.79,10.07,5.04,1.99,17.35,4.65
328,177,"male","Samuel Butler","British","Erewhon, or Over the Range",82180,34.07,15.45,3.56,0.86,0.27,1.98,2.04,6.75,9.72,4.88,1.78,15.66,5.28
329,177,"male","Samuel Butler","British","The Way of All Flesh",163321,29.27,16.42,1.99,0.44,0.66,6.33,1.17,5.83,10.22,5.09,2.04,17.43,5.28
330,178,"male","Ronald Firbank","British","Caprice",18903,8.9,13.93,3.16,0.27,1.63,5.35,0.47,3.05,6.85,4.21,1.38,14.6,3.73
331,178,"male","Ronald Firbank","British","Inclinations",24867,8.24,16.79,4.51,0.67,2,4.7,0.6,4.29,9.41,5.28,1.95,18.65,3.71
332,178,"male","Ronald Firbank","British","Vainglory",48041,10.99,14.27,2.99,0.35,1.16,4.96,0.54,4.25,8.74,5.57,1.7,16.11,4.24
333,179,"male","E. M. Forster","British","A Passage to India",101411,14.01,16.03,2.33,0.58,1.38,5.35,1.46,4.92,9.06,4.45,2.34,16.78,4.26
334,179,"male","E. M. Forster","British","A Room with a View",67326,11.6,17.27,2.74,0.64,1.69,5.74,1.13,5.32,9.41,4.74,2.42,18.28,4.34
335,179,"male","E. M. Forster","British","Howards End",110181,11.83,16.63,2.54,0.66,1.57,5.18,1.13,5.54,9.88,4.68,2.51,17.9,4.38
336,179,"male","E. M. Forster","British","The Longest Journey",95168,11.24,17.51,2.42,0.59,1.63,6.5,1.12,5.25,9.59,4.69,2.58,17.95,4.33
337,179,"male","E. M. Forster","British","Where Angels Fear to Tread",50127,11.74,17.38,2.27,0.52,1.57,7.19,0.77,5.04,9.59,4.77,2.38,18.11,4.62
